,,2021,2021,2021,2021,2021,2021,2021,2021,2021,2020,2020,2020,2020,2020,2020,2020,2020,2020,2019,2019,2019,2019,2019,2019,2019,2019,2019,2018,2018,2018,2018,2018,2018,2018,2018,2018,2017,2017,2017,2017,2017,2017,2017,2017,2017,2016,2016,2016,2016,2016,2016,2016,2016,2016,2015,2015,2015,2015,2015,2015,2015,2015,2015,2014,2014,2014,2014,2014,2014,2014,2014,2014,2013,2013,2013,2013,2013,2013,2013,2013,2013,2012,2012,2012,2012,2012,2012,2012,2012,2012,2011,2011,2011,2011,2011,2011,2011,2011,2011,2010,2010,2010,2010,2010,2010,2010,2010,2010,2009,2009,2009,2009,2009,2009,2009,2009,2009,2008,2008,2008,2008,2008,2008,2008,2008,2008,2007,2007,2007,2007,2007,2007,2007,2007,2007,2006,2006,2006,2006,2006,2006,2006,2006,2006,2005,2005,2005,2005,2005,2005,2005,2005,2005,2004,2004,2004,2004,2004,2004,2004,2004,2004,2003,2003,2003,2003,2003,2003,2003,2003,2003,2002,2002,2002,2002,2002,2002,2002,2002,2002,2001,2001,2001,2001,2001,2001,2001,2001,2001
LC,222,Marketing and Management                          ,Limerick Institute of Technology,259.0,,False,False,False,False,False,Marketing and Management,Limerick Institute of Technology,270.0,405.0,False,False,False,False,False,Marketing and Management,Limerick Institute of Technology,270.0,398.0,False,False,False,False,False,Business (Marketing and Management),Limerick Institute of Technology,299.0,399.0,False,False,False,False,False,Business (Marketing and Management),Limerick Institute of Technology,279.0,381.0,False,False,False,False,False,Business (Marketing and Management),Limerick Institute of Technology,250.0,360.0,False,False,False,False,False,Business (Marketing and Management),Limerick Institute of Technology,250.0,375.0,False,False,False,False,False,Business (Marketing and Management),LIMERICK IT,235.0,370.0,False,False,False,False,False,Business (Marketing and Management),LIMERICK IT,250.0,380.0,False,False,False,False,False,Business (Marketing and Management),LIMERICK IT,260.0,385.0,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LC,223,Law and Taxation                                  ,Limerick Institute of Technology,331.0,,True,False,False,False,False,Law and Taxation,Limerick Institute of Technology,307.0,356.0,True,False,False,False,False,Law and Taxation,Limerick Institute of Technology,308.0,372.0,True,False,False,False,False,Law and Taxation,Limerick Institute of Technology,307.0,357.0,True,False,False,False,False,Law and Taxation,Limerick Institute of Technology,298.0,330.0,True,False,False,False,False,Law and Taxation,Limerick Institute of Technology,280.0,350.0,True,False,False,False,False,Law and Taxation,Limerick Institute of Technology,280.0,340.0,True,False,False,False,False,Law and Taxation,LIMERICK IT,280.0,345.0,True,False,False,False,False,Law and Taxation,LIMERICK IT,325.0,360.0,True,False,False,False,False,Law and Taxation,LIMERICK IT,305.0,330.0,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LC,224,Accounting and Finance                            ,Limerick Institute of Technology,300.0,,True,False,False,False,False,Accounting and Finance,Limerick Institute of Technology,300.0,371.0,True,False,False,False,False,Accounting and Finance,Limerick Institute of Technology,299.0,382.0,True,False,False,False,False,Business (Accounting and Finance),Limerick Institute of Technology,297.0,352.0,True,False,False,False,False,Business (Accounting and Finance),Limerick Institute of Technology,307.0,366.0,True,False,False,False,False,Business (Accounting and Finance),Limerick Institute of Technology,310.0,360.0,True,False,False,False,False,Business (Accounting and Finance),Limerick Institute of Technology,305.0,360.0,True,False,False,False,False,Business (Accounting/Finance),LIMERICK IT,300.0,340.0,True,False,False,False,False,Business (Accounting/Finance),LIMERICK IT,315.0,380.0,True,False,False,False,False,Business (Accounting/Finance),LIMERICK IT,330.0,370.0,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LC,225,Marketing and Management                          ,Limerick Institute of Technology,298.0,,True,False,False,False,False,Marketing and Management,Limerick Institute of Technology,298.0,358.0,True,False,False,False,False,Marketing and Management,Limerick Institute of Technology,298.0,337.0,True,False,False,False,False,Business (Marketing and Management),Limerick Institute of Technology,326.0,368.0,True,False,False,False,False,Business (Marketing and Management),Limerick Institute of Technology,316.0,357.0,True,False,False,False,False,Business (Marketing and Management),Limerick Institute of Technology,295.0,350.0,True,False,False,False,False,Business (Marketing and Management),Limerick Institute of Technology,300.0,355.0,True,False,False,False,False,Business (Marketing and Management),LIMERICK IT,280.0,355.0,True,False,False,False,False,Business (Marketing and Management),LIMERICK IT,300.0,345.0,True,False,False,False,False,Business (Marketing and Management),LIMERICK IT,320.0,365.0,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LC,226,Enterprise and Innovation                         ,Limerick Institute of Technology,255.0,,True,False,False,False,False,Enterprise and Innovation,Limerick Institute of Technology,234.0,310.0,True,False,False,False,False,Enterprise and Innovation,Limerick Institute of Technology,216.0,298.0,True,False,False,False,False,Business (Enterprise and Innovation),Limerick Institute of Technology,234.0,262.0,True,False,False,False,False,Business (Enterprise and Innovation),Limerick Institute of Technology,230.0,288.0,True,False,False,False,False,Business (Enterprise and Innovation),Limerick Institute of Technology,230.0,300.0,True,False,False,False,False,Business (Entrepreneurship),Limerick Institute of Technology,200.0,275.0,True,False,False,False,False,Business (Entrepreneurship),LIMERICK IT,250.0,295.0,True,False,False,False,False,Entrepreneurship,LIMERICK IT,295.0,330.0,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LC,228,Sports Development and Coaching                   ,Limerick Institute of Technology,214.0,,False,False,False,False,False,Sports Development and Coaching,Limerick Institute of Technology,205.0,341.0,False,False,False,False,False,Sports Development and Coaching,Limerick Institute of Technology,253.0,329.0,False,False,False,False,False,Sports Development and Coaching,Limerick Institute of Technology,250.0,327.0,False,False,False,False,False,Sports Development and Coaching,Limerick Institute of Technology,261.0,328.0,False,False,False,False,False,Sports Development and Coaching,Limerick Institute of Technology,185.0,306.0,False,False,False,False,False,Sports Coaching and Development,Limerick Institute of Technology,210.0,295.0,False,False,False,False,False,Sports Coaching and Development,LIMERICK IT,235.0,315.0,False,False,False,False,False,Sports Coaching & Development,LIMERICK IT,275.0,350.0,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LC,230,Business with Computing                           ,Limerick Institute of Technology,224.0,,False,False,False,False,False,Business with Computing,Limerick Institute of Technology,217.0,386.0,False,False,False,False,False,Business with Computing,Limerick Institute of Technology,232.0,371.0,False,False,False,False,False,Business Computing,Limerick Institute of Technology,250.0,336.0,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LC,231,,,,,,,,,,,,,,,,,,,,,,,,,,,,Business Information Systems,Limerick Institute of Technology,298.0,377.0,True,False,False,False,False,Business Technology,Limerick Institute of Technology,280.0,336.0,True,False,False,False,False,Business Technology,Limerick Institute of Technology,255.0,305.0,True,False,False,False,False,Business Technology,Limerick Institute of Technology,235.0,310.0,True,False,False,False,False,Business Technology (Information Systems),LIMERICK IT,250.0,300.0,True,False,False,False,False,Business Technology (Information Systems),LIMERICK IT,240.0,325.0,True,False,False,False,False,,,,,,,,,,Law and Taxation,LIMERICK IT,305.0,335.0,True,False,False,False,False,Law and Taxation,LIMERICK IT,300.0,345.0,True,False,False,False,False,Law and Taxation,LIMERICK IT,350.0,370.0,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LC,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Business Computing,Limerick Institute of Technology,260.0,350.0,False,False,False,False,False,Business Computing,Limerick Institute of Technology,225.0,305.0,False,False,False,False,False,Business Computing,Limerick Institute of Technology,200.0,375.0,False,False,False,False,False,Business Computing,LIMERICK IT,180.0,245.0,False,False,False,False,False,Business Computing,LIMERICK IT,200.0,255.0,False,False,False,False,False,Business Computing,LIMERICK IT,180.0,235.0,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LC,233,Software Development                              ,Limerick Institute of Technology,280.0,,True,False,False,False,False,Software Development,Limerick Institute of Technology,272.0,339.0,True,False,False,False,False,Software Development,Limerick Institute of Technology,300.0,371.0,True,False,False,False,False,Software Development,Limerick Institute of Technology,272.0,314.0,True,False,False,False,False,Software Development,Limerick Institute of Technology,279.0,319.0,True,False,False,False,False,Software Development,Limerick Institute of Technology,255.0,310.0,True,False,False,False,False,Software Development,Limerick Institute of Technology,265.0,320.0,True,False,False,False,False,Software Development,LIMERICK IT,265.0,330.0,True,False,False,False,False,Software Development,LIMERICK IT,255.0,330.0,True,False,False,False,False,Software Development,LIMERICK IT,330.0,380.0,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LC,234,Immersive Digital Media and Spatial Computing     ,Limerick Institute of Technology,226.0,,True,False,False,False,False,Interactive Digital Media,Limerick Institute of Technology,225.0,307.0,True,False,False,False,False,Interactive Digital Media,Limerick Institute of Technology,219.0,288.0,True,False,False,False,False,Interactive Digital Media,Limerick Institute of Technology,254.0,300.0,True,False,False,False,False,Multimedia Programming and Design,Limerick Institute of Technology,244.0,285.0,True,False,False,False,False,Multimedia Programming and Design,Limerick Institute of Technology,250.0,325.0,True,False,False,False,False,Multimedia Programming and Design,Limerick Institute of Technology,245.0,305.0,True,False,False,False,False,Multimedia Programming and Design,LIMERICK IT,270.0,315.0,True,False,False,False,False,Multimedia Programming and Design,LIMERICK IT,270.0,300.0,True,False,False,False,False,Multimedia Programming and Design,LIMERICK IT,295.0,325.0,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LC,235,Internet Systems Development                      ,Limerick Institute of Technology,207.0,,False,False,False,False,False,Internet Systems Development,Limerick Institute of Technology,205.0,315.0,False,False,False,False,False,Internet Systems Development,Limerick Institute of Technology,226.0,298.0,False,False,False,False,False,Internet Systems Development,Limerick Institute of Technology,213.0,280.0,False,False,False,False,False,Internet Systems Development,Limerick Institute of Technology,207.0,313.0,False,False,False,False,False,Internet Systems Development,Limerick Institute of Technology,200.0,305.0,False,False,False,False,False,Internet Systems Development,Limerick Institute of Technology,200.0,345.0,False,False,False,False,False,Internet Systems Development,LIMERICK IT,215.0,335.0,False,False,False,False,False,Internet Systems Development,LIMERICK IT,240.0,310.0,False,False,False,False,False,Internet Systems Development,LIMERICK IT,240.0,370.0,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LC,236,Internet Systems Development                      ,Limerick Institute of Technology,260.0,,True,False,False,False,False,Internet Systems Development,Limerick Institute of Technology,260.0,272.0,True,False,False,False,False,Internet Systems Development,Limerick Institute of Technology,298.0,319.0,True,False,False,False,False,Internet Systems Development,Limerick Institute of Technology,308.0,320.0,True,False,False,False,False,Internet Systems Development,Limerick Institute of Technology,307.0,329.0,True,False,False,False,False,Internet Systems Development,Limerick Institute of Technology,335.0,350.0,True,False,False,False,False,Internet Systems Development,Limerick Institute of Technology,320.0,335.0,True,False,False,False,False,Internet Systems Development,LIMERICK IT,330.0,360.0,True,False,False,False,False,Internet Systems Development,LIMERICK IT,333.0,,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LC,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eBusiness Management Systems,Limerick Institute of Technology,205.0,305.0,False,False,False,False,False,eBusiness Management Systems,LIMERICK IT,185.0,305.0,False,False,False,False,False,eBusiness Management Systems,LIMERICK IT,205.0,355.0,False,False,False,False,False,eOffice Administration Systems,LIMERICK IT,170.0,265.0,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LC,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Business Technology (Management),LIMERICK IT,310.0,325.0,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LC,239,Computer Networks and Systems Management          ,Limerick Institute of Technology,317.0,,True,False,False,False,False,Computer Networks and Systems Management,Limerick Institute of Technology,309.0,371.0,True,False,False,False,False,Computer Networks and Systems Management,Limerick Institute of Technology,335.0,347.0,True,False,False,False,False,Computer Networks and Systems Management,Limerick Institute of Technology,300.0,338.0,True,False,False,False,False,Computer Networks and Systems Management,Limerick Institute of Technology,339.0,382.0,True,False,False,False,False,Computer Networks and Systems Management,Limerick Institute of Technology,300.0,333.0,True,False,False,False,False,Computer Networks and Systems Management,Limerick Institute of Technology,310.0,345.0,True,False,False,False,False,Computer Networks and Systems Management,LIMERICK IT,300.0,340.0,True,False,False,False,False,Computer Networks and Systems Management,LIMERICK IT,275.0,325.0,True,False,False,False,False,Computer Networks and Systems Management,LIMERICK IT,270.0,295.0,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LC,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Building Surveying,LIMERICK IT,,,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LC,241,Construction Management                           ,Limerick Institute of Technology,326.0,,True,False,False,False,False,Construction Management,Limerick Institute of Technology,255.0,338.0,True,False,False,False,False,Construction Management,Limerick Institute of Technology,276.0,303.0,True,False,False,False,False,Construction Management,Limerick Institute of Technology,271.0,326.0,True,False,False,False,False,Construction Management,Limerick Institute of Technology,262.0,326.0,True,False,False,False,False,Construction Management,Limerick Institute of Technology,255.0,305.0,True,False,False,False,False,Construction Management,Limerick Institute of Technology,250.0,320.0,True,False,False,False,False,Construction Management,LIMERICK IT,220.0,280.0,True,False,False,False,False,Construction Management,LIMERICK IT,225.0,310.0,True,False,False,False,False,Construction Management,LIMERICK IT,215.0,290.0,True,False,False,False,False,Business (Accounting/Finance),LIMERICK IT,335.0,375.0,True,False,False,False,False,Business (Accounting/Finance),LIMERICK IT,335.0,370.0,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LC,242,Property Valuation and Management                 ,Limerick Institute of Technology,308.0,,True,False,False,False,False,Property Valuation and Management,Limerick Institute of Technology,282.0,320.0,True,False,False,False,False,Property Valuation and Management,Limerick Institute of Technology,292.0,328.0,True,False,False,False,False,Property Valuation and Management,Limerick Institute of Technology,298.0,347.0,True,False,False,False,False,Property Valuation and Management,Limerick Institute of Technology,301.0,340.0,True,False,False,False,False,Property Valuation and Management,Limerick Institute of Technology,300.0,320.0,True,False,False,False,False,Property Valuation and Management,Limerick Institute of Technology,265.0,320.0,True,False,False,False,False,Property Valuation and Management,LIMERICK IT,225.0,305.0,True,False,False,False,False,Property Valuation and Management,LIMERICK IT,260.0,320.0,True,False,False,False,False,Property Valuation and Management,LIMERICK IT,275.0,380.0,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LC,243,Quantity Surveying                                ,Limerick Institute of Technology,278.0,,True,False,False,False,False,Quantity Surveying,Limerick Institute of Technology,298.0,362.0,True,False,False,False,False,Quantity Surveying,Limerick Institute of Technology,281.0,360.0,True,False,False,False,False,Quantity Surveying,Limerick Institute of Technology,302.0,358.0,True,False,False,False,False,Quantity Surveying,Limerick Institute of Technology,308.0,367.0,True,False,False,False,False,Quantity Surveying,Limerick Institute of Technology,310.0,350.0,True,False,False,False,False,Quantity Surveying,Limerick Institute of Technology,250.0,325.0,True,False,False,False,False,Quantity Surveying,LIMERICK IT,235.0,320.0,True,False,False,False,False,Quantity Surveying,LIMERICK IT,245.0,350.0,True,False,False,False,False,Quantity Surveying,LIMERICK IT,290.0,350.0,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LC,244,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sustainable Building and Energy Engineering,Limerick Institute of Technology,298.0,341.0,False,False,False,False,False,Sustainable Building and Energy Engineering,Limerick Institute of Technology,262.0,350.0,False,False,False,False,False,Sustainable Building and Renewable Energy,Limerick Institute of Technology,280.0,380.0,False,False,False,False,False,Sustainable Building and Renewable Energy,Limerick Institute of Technology,160.0,370.0,False,False,False,False,False,Sustainable Building and Renewable Energy,LIMERICK IT,205.0,370.0,False,False,False,False,False,Sustainable Building and Renewable Energy,LIMERICK IT,200.0,285.0,False,False,False,False,False,Sustainable Building and Renewable Energy,LIMERICK IT,185.0,310.0,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LC,248,Built Environment (Common Entry)                  ,Limerick Institute of Technology,300.0,,True,False,False,False,False,Built Environment (Common Entry),Limerick Institute of Technology,288.0,376.0,True,False,False,False,False,Built Environment (Common Entry),Limerick Institute of Technology,307.0,350.0,True,False,False,False,False,Built Environment (Common Entry),Limerick Institute of Technology,302.0,346.0,True,False,False,False,False,Built Environment (Undenominated),Limerick Institute of Technology,316.0,349.0,True,False,False,False,False,Built Environment - Undenominated,Limerick Institute of Technology,290.0,325.0,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LC,251,Civil Engineering                                 ,Limerick Institute of Technology,205.0,,False,False,False,False,False,Civil Engineering,Limerick Institute of Technology,206.0,377.0,False,False,False,False,False,Civil Engineering,Limerick Institute of Technology,200.0,366.0,False,False,False,False,False,Civil Engineering,Limerick Institute of Technology,200.0,352.0,False,False,False,False,False,Civil Engineering,Limerick Institute of Technology,200.0,388.0,False,False,False,False,False,Civil Engineering,Limerick Institute of Technology,200.0,370.0,False,False,False,False,False,Civil Engineering,Limerick Institute of Technology,210.0,375.0,False,False,False,False,False,Civil Engineering,LIMERICK IT,195.0,315.0,False,False,False,False,False,Civil Engineering,LIMERICK IT,190.0,325.0,False,False,False,False,False,Civil Engineering,LIMERICK IT,200.0,345.0,False,False,False,False,False,Business (Marketing and Management),LIMERICK IT,335.0,365.0,True,False,False,False,False,Business (Marketing and Management),LIMERICK IT,335.0,360.0,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LC,252,Civil Engineering Management                      ,Limerick Institute of Technology,264.0,,True,False,False,False,False,Civil Engineering Management,Limerick Institute of Technology,270.0,308.0,True,False,False,False,False,Civil Engineering Management,Limerick Institute of Technology,281.0,331.0,True,False,False,False,False,Civil Engineering Management,Limerick Institute of Technology,288.0,311.0,True,False,False,False,False,Civil Engineering Management,Limerick Institute of Technology,263.0,311.0,True,False,False,False,False,Civil Engineering Management,Limerick Institute of Technology,250.0,320.0,True,False,False,False,False,Civil Engineering Management,Limerick Institute of Technology,240.0,290.0,True,False,False,False,False,Civil Engineering Management,LIMERICK IT,215.0,325.0,True,False,False,False,False,Civil Engineering Management,LIMERICK IT,255.0,295.0,True,False,False,False,False,Civil Engineering Management,LIMERICK IT,255.0,315.0,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LC,253,,,,,,,,,,,,,,,,,,,Construction,Limerick Institute of Technology,172.0,290.0,False,False,False,False,False,Construction,Limerick Institute of Technology,162.0,254.0,False,False,False,False,False,Construction,Limerick Institute of Technology,200.0,312.0,False,False,False,False,False,Construction,Limerick Institute of Technology,205.0,300.0,False,False,False,False,False,Construction,Limerick Institute of Technology,210.0,290.0,False,False,False,False,False,Construction Studies,LIMERICK IT,205.0,285.0,False,False,False,False,False,Construction,LIMERICK IT,170.0,250.0,False,False,False,False,False,Construction,LIMERICK IT,170.0,210.0,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LC,254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Construction (Health and Safety),LIMERICK IT,190.0,295.0,False,False,False,False,False,Construction (Health and Safety),LIMERICK IT,210.0,360.0,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LC,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Construction (Site Management),LIMERICK IT,220.0,315.0,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LC,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Construction Practice,Limerick Institute of Technology,,235.0,False,False,False,True,False,Construction Practice,Limerick Institute of Technology,170.0,210.0,False,False,False,False,False,Construction Practice,Limerick Institute of Technology,180.0,260.0,False,False,False,False,False,Construction Practice,LIMERICK IT,170.0,265.0,False,False,False,False,False,Construction Practice,LIMERICK IT,155.0,215.0,False,False,False,False,False,Construction Practice,LIMERICK IT,155.0,245.0,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LC,257,,,,,,,,,,Interior Design,Limerick Institute of Technology,264.0,378.0,False,False,False,False,False,Interior Design,Limerick Institute of Technology,231.0,369.0,False,False,False,False,False,Interior Design and Technology,Limerick Institute of Technology,225.0,329.0,False,False,False,False,False,Interior Design and Technology,Limerick Institute of Technology,233.0,359.0,False,False,False,False,False,Interior Design and Technology,Limerick Institute of Technology,195.0,300.0,False,False,False,False,False,Interior Design and Technology,Limerick Institute of Technology,190.0,330.0,False,False,False,False,False,Interior Design and Technology,LIMERICK IT,190.0,325.0,False,False,False,False,False,Interior Design & Technology,LIMERICK IT,155.0,340.0,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LC,260,Applied Biology                                   ,Limerick Institute of Technology,338.0,,False,False,False,False,False,Applied Biology,Limerick Institute of Technology,326.0,466.0,False,False,False,False,False,Applied Biology,Limerick Institute of Technology,260.0,431.0,False,False,False,False,False,Applied Biology,Limerick Institute of Technology,227.0,409.0,False,False,False,False,False,Applied Biology,Limerick Institute of Technology,233.0,408.0,False,False,False,False,False,Applied Biology,Limerick Institute of Technology,295.0,415.0,False,False,False,False,False,Applied Biology,Limerick Institute of Technology,205.0,395.0,False,False,False,False,False,Applied Biology,LIMERICK IT,280.0,420.0,False,False,False,False,False,Applied Biology,LIMERICK IT,270.0,405.0,False,False,False,False,False,Applied Biology,LIMERICK IT,245.0,400.0,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LC,261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Applied Chemistry,Limerick Institute of Technology,255.0,410.0,False,False,False,False,False,Applied Chemistry,LIMERICK IT,255.0,480.0,False,False,False,False,False,Applied Chemistry,LIMERICK IT,345.0,440.0,False,False,False,False,False,Applied Chemistry,LIMERICK IT,180.0,425.0,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LC,263,Medical Technology                                ,Limerick Institute of Technology,391.0,,True,False,False,False,False,Clinical Technology,Limerick Institute of Technology,294.0,359.0,True,False,False,False,False,Clinical Technology,Limerick Institute of Technology,282.0,359.0,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
